cline,p,att,rep,group,Exp,dose,ncells,scene,ncolonies,pe,token,group_id
GBM1a,23,5,r05,E100,r04,2,500,17,45,0.09,GBM1a_E100_2,4
GBM1a,23,5,r05,B100,r04,2,500,18,9,0.018,GBM1a_B100_2,6
GBM1a,23,5,r05,FBS,r04,2,500,19,46,0.092,GBM1a_FBS_2,2
GBM1a,23,5,r05,CTRL,r04,2,500,20,57,0.114,GBM1a_CTRL_2,1
GBM1a,23,5,r05,CTRL,r05,2,500,21,67,0.134,GBM1a_CTRL_2,1
GBM1a,23,5,r05,FBS,r05,2,500,22,66,0.132,GBM1a_FBS_2,2
GBM1a,23,5,r05,B100,r05,2,500,23,11,0.022,GBM1a_B100_2,6
GBM1a,23,5,r05,E100,r05,2,500,24,46,0.092,GBM1a_E100_2,4
GBM1a,23,5,r05,S100,r05,2,500,25,15,0.03,GBM1a_S100_2,8
GBM1a,23,5,r05,S100,r06,2,500,26,16,0.032,GBM1a_S100_2,8
GBM1a,23,5,r05,E100,r06,2,500,27,42,0.084,GBM1a_E100_2,4
GBM1a,23,5,r05,B100,r06,2,500,28,8,0.016,GBM1a_B100_2,6
GBM1a,23,5,r05,FBS,r06,2,500,29,57,0.114,GBM1a_FBS_2,2
GBM1a,23,5,r05,CTRL,r06,2,500,30,62,0.124,GBM1a_CTRL_2,1
GBM1a,23,5,r05,CTRL,r01,4,1000,1,30,0.03,GBM1a_CTRL_4,1
GBM1a,23,5,r05,FBS,r01,4,1000,2,43,0.043,GBM1a_FBS_4,2
GBM1a,23,5,r05,B100,r01,4,1000,3,4,0.004,GBM1a_B100_4,6
GBM1a,23,5,r05,E100,r01,4,1000,4,15,0.015,GBM1a_E100_4,4
GBM1a,23,5,r05,S100,r01,4,1000,5,11,0.011,GBM1a_S100_4,8
GBM1a,23,5,r05,S100,r02,4,1000,6,5,0.005,GBM1a_S100_4,8
GBM1a,23,5,r05,E100,r02,4,1000,7,14,0.014,GBM1a_E100_4,4
GBM1a,23,5,r05,B100,r02,4,1000,8,3,0.003,GBM1a_B100_4,6
GBM1a,23,5,r05,FBS,r02,4,1000,9,27,0.027,GBM1a_FBS_4,2
GBM1a,23,5,r05,CTRL,r02,4,1000,10,41,0.041,GBM1a_CTRL_4,1
GBM1a,23,5,r05,CTRL,r03,4,1000,11,27,0.027,GBM1a_CTRL_4,1
GBM1a,23,5,r05,FBS,r03,4,1000,12,18,0.018,GBM1a_FBS_4,2
GBM1a,23,5,r05,B100,r03,4,1000,13,3,0.003,GBM1a_B100_4,6
GBM1a,23,5,r05,E100,r03,4,1000,14,9,0.009,GBM1a_E100_4,4
GBM1a,23,5,r05,S100,r03,4,1000,15,11,0.011,GBM1a_S100_4,8
GBM1a,23,5,r05,S100,r04,4,1000,16,4,0.004,GBM1a_S100_4,8
GBM1a,23,5,r05,E100,r04,4,1000,17,11,0.011,GBM1a_E100_4,4
GBM1a,23,5,r05,B100,r04,4,1000,18,1,0.001,GBM1a_B100_4,6
GBM1a,23,5,r05,FBS,r04,4,1000,19,20,0.02,GBM1a_FBS_4,2
GBM1a,23,5,r05,CTRL,r04,4,1000,20,27,0.027,GBM1a_CTRL_4,1
GBM1a,23,5,r05,CTRL,r05,4,1000,21,20,0.02,GBM1a_CTRL_4,1
GBM1a,23,5,r05,FBS,r05,4,1000,22,24,0.024,GBM1a_FBS_4,2
GBM1a,23,5,r05,B100,r05,4,1000,23,3,0.003,GBM1a_B100_4,6
GBM1a,23,5,r05,E100,r05,4,1000,24,15,0.015,GBM1a_E100_4,4
GBM1a,23,5,r05,S100,r05,4,1000,25,8,0.008,GBM1a_S100_4,8
GBM1a,23,5,r05,S100,r06,4,1000,26,8,0.008,GBM1a_S100_4,8
GBM1a,23,5,r05,E100,r06,4,1000,27,14,0.014,GBM1a_E100_4,4
GBM1a,23,5,r05,B100,r06,4,1000,28,3,0.003,GBM1a_B100_4,6
GBM1a,23,5,r05,FBS,r06,4,1000,29,17,0.017,GBM1a_FBS_4,2
GBM1a,23,5,r05,CTRL,r06,4,1000,30,27,0.027,GBM1a_CTRL_4,1
GBM1a,23,5,r05,CTRL,r01,6,2000,1,17,0.0085,GBM1a_CTRL_6,1
GBM1a,23,5,r05,FBS,r01,6,2000,2,19,0.0095,GBM1a_FBS_6,2
GBM1a,23,5,r05,B100,r01,6,2000,3,2,0.001,GBM1a_B100_6,6
GBM1a,23,5,r05,E100,r01,6,2000,4,14,0.007,GBM1a_E100_6,4
GBM1a,23,5,r05,S100,r01,6,2000,5,6,0.003,GBM1a_S100_6,8
GBM1a,23,5,r05,S100,r02,6,2000,6,6,0.003,GBM1a_S100_6,8
GBM1a,23,5,r05,E100,r02,6,2000,7,11,0.0055,GBM1a_E100_6,4
GBM1a,23,5,r05,B100,r02,6,2000,8,3,0.0015,GBM1a_B100_6,6
GBM1a,23,5,r05,FBS,r02,6,2000,9,16,0.008,GBM1a_FBS_6,2
GBM1a,23,5,r05,CTRL,r02,6,2000,10,10,0.005,GBM1a_CTRL_6,1
GBM1a,23,5,r05,CTRL,r03,6,2000,11,15,0.0075,GBM1a_CTRL_6,1
GBM1a,23,5,r05,FBS,r03,6,2000,12,13,0.0065,GBM1a_FBS_6,2
GBM1a,23,5,r05,B100,r03,6,2000,13,1,0.0005,GBM1a_B100_6,6
GBM1a,23,5,r05,E100,r03,6,2000,14,14,0.007,GBM1a_E100_6,4
GBM1a,23,5,r05,S100,r03,6,2000,15,8,0.004,GBM1a_S100_6,8
GBM1a,23,5,r05,S100,r04,6,2000,16,10,0.005,GBM1a_S100_6,8
GBM1a,23,5,r05,E100,r04,6,2000,17,12,0.006,GBM1a_E100_6,4
GBM1a,23,5,r05,B100,r04,6,2000,18,5,0.0025,GBM1a_B100_6,6
GBM1a,23,5,r05,FBS,r04,6,2000,19,9,0.0045,GBM1a_FBS_6,2
GBM1a,23,5,r05,CTRL,r04,6,2000,20,15,0.0075,GBM1a_CTRL_6,1
GBM1a,23,5,r05,CTRL,r05,6,2000,21,15,0.0075,GBM1a_CTRL_6,1
GBM1a,23,5,r05,FBS,r05,6,2000,22,9,0.0045,GBM1a_FBS_6,2
GBM1a,23,5,r05,B100,r05,6,2000,23,4,0.002,GBM1a_B100_6,6
GBM1a,23,5,r05,E100,r05,6,2000,24,18,0.009,GBM1a_E100_6,4
GBM1a,23,5,r05,S100,r05,6,2000,25,9,0.0045,GBM1a_S100_6,8
GBM1a,23,5,r05,S100,r06,6,2000,26,14,0.007,GBM1a_S100_6,8
GBM1a,23,5,r05,E100,r06,6,2000,27,13,0.0065,GBM1a_E100_6,4
GBM1a,23,5,r05,B100,r06,6,2000,28,2,0.001,GBM1a_B100_6,6
GBM1a,23,5,r05,FBS,r06,6,2000,29,21,0.0105,GBM1a_FBS_6,2
GBM1a,23,5,r05,CTRL,r06,6,2000,30,23,0.0115,GBM1a_CTRL_6,1
QNS120,,1,r01,CTRL,r01,6,2000,1,3,0.0015,QNS120_CTRL_6,1
QNS120,,1,r01,FBS,r01,6,2000,2,0,0,QNS120_FBS_6,2
QNS120,,1,r01,B100,r01,6,2000,3,1,0.0005,QNS120_B100_6,6
QNS120,,1,r01,E100,r01,6,2000,4,2,0.001,QNS120_E100_6,4
QNS120,,1,r01,S100,r01,6,2000,5,3,0.0015,QNS120_S100_6,8
GBM965,,4,r04,S100,r02,6,2000,6,16,0.008,GBM965_S100_6,8
GBM965,,4,r04,E100,r02,6,2000,7,12,0.006,GBM965_E100_6,4
GBM965,,4,r04,B100,r02,6,2000,8,5,0.0025,GBM965_B100_6,6
GBM965,,4,r04,FBS,r02,6,2000,9,5,0.0025,GBM965_FBS_6,2
GBM965,,4,r04,CTRL,r02,6,2000,10,5,0.0025,GBM965_CTRL_6,1
GBM965,,4,r04,CTRL,r03,6,2000,11,10,0.005,GBM965_CTRL_6,1
GBM965,,4,r04,FBS,r03,6,2000,12,11,0.0055,GBM965_FBS_6,2
GBM965,,4,r04,B100,r03,6,2000,13,5,0.0025,GBM965_B100_6,6
GBM965,,4,r04,E100,r03,6,2000,14,6,0.003,GBM965_E100_6,4
GBM965,,4,r04,S100,r03,6,2000,15,12,0.006,GBM965_S100_6,8
QNS120,,1,r01,S100,r04,6,2000,16,3,0.0015,QNS120_S100_6,8
QNS120,,1,r01,E100,r04,6,2000,17,1,0.0005,QNS120_E100_6,4
QNS120,,1,r01,B100,r04,6,2000,18,0,0,QNS120_B100_6,6
QNS120,,1,r01,FBS,r04,6,2000,19,0,0,QNS120_FBS_6,2
QNS120,,1,r01,CTRL,r04,6,2000,20,2,0.001,QNS120_CTRL_6,1
QNS120,,1,r01,CTRL,r05,6,2000,21,3,0.0015,QNS120_CTRL_6,1
QNS120,,1,r01,FBS,r05,6,2000,22,0,0,QNS120_FBS_6,2
QNS120,,1,r01,B100,r05,6,2000,23,0,0,QNS120_B100_6,6
QNS120,,1,r01,E100,r05,6,2000,24,1,0.0005,QNS120_E100_6,4
QNS120,,1,r01,S100,r05,6,2000,25,3,0.0015,QNS120_S100_6,8
GBM965,,4,r04,S100,r06,6,2000,26,13,0.0065,GBM965_S100_6,8
GBM965,,4,r04,E100,r06,6,2000,27,8,0.004,GBM965_E100_6,4
GBM965,,4,r04,B100,r06,6,2000,28,3,0.0015,GBM965_B100_6,6
GBM965,,4,r04,FBS,r06,6,2000,29,7,0.0035,GBM965_FBS_6,2
GBM965,,4,r04,CTRL,r06,6,2000,30,12,0.006,GBM965_CTRL_6,1
GBM965,,4,r04,CTRL,r01,6,2000,31,13,0.0065,GBM965_CTRL_6,1
GBM965,,4,r04,FBS,r01,6,2000,32,9,0.0045,GBM965_FBS_6,2
GBM965,,4,r04,B100,r01,6,2000,33,4,0.002,GBM965_B100_6,6
GBM965,,4,r04,E100,r01,6,2000,34,7,0.0035,GBM965_E100_6,4
GBM965,,4,r04,S100,r01,6,2000,35,9,0.0045,GBM965_S100_6,8
QNS120,,1,r01,S100,r02,6,2000,36,5,0.0025,QNS120_S100_6,8
QNS120,,1,r01,E100,r02,6,2000,37,3,0.0015,QNS120_E100_6,4
QNS120,,1,r01,B100,r02,6,2000,38,0,0,QNS120_B100_6,6
QNS120,,1,r01,FBS,r02,6,2000,39,1,0.0005,QNS120_FBS_6,2
QNS120,,1,r01,CTRL,r02,6,2000,40,3,0.0015,QNS120_CTRL_6,1
QNS120,,1,r01,CTRL,r03,6,2000,41,1,0.0005,QNS120_CTRL_6,1
QNS120,,1,r01,FBS,r03,6,2000,42,2,0.001,QNS120_FBS_6,2
QNS120,,1,r01,B100,r03,6,2000,43,0,0,QNS120_B100_6,6
QNS120,,1,r01,E100,r03,6,2000,44,2,0.001,QNS120_E100_6,4
QNS120,,1,r01,S100,r03,6,2000,45,6,0.003,QNS120_S100_6,8
GBM965,,4,r04,S100,r04,6,2000,46,7,0.0035,GBM965_S100_6,8
GBM965,,4,r04,E100,r04,6,2000,47,9,0.0045,GBM965_E100_6,4
GBM965,,4,r04,B100,r04,6,2000,48,4,0.002,GBM965_B100_6,6
GBM965,,4,r04,FBS,r04,6,2000,49,7,0.0035,GBM965_FBS_6,2
GBM965,,4,r04,CTRL,r04,6,2000,50,5,0.0025,GBM965_CTRL_6,1
GBM965,,4,r04,CTRL,r05,6,2000,51,5,0.0025,GBM965_CTRL_6,1
GBM965,,4,r04,FBS,r05,6,2000,52,8,0.004,GBM965_FBS_6,2
GBM965,,4,r04,B100,r05,6,2000,53,2,0.001,GBM965_B100_6,6
GBM965,,4,r04,E100,r05,6,2000,54,6,0.003,GBM965_E100_6,4
GBM965,,4,r04,S100,r05,6,2000,55,14,0.007,GBM965_S100_6,8
QNS120,,1,r01,S100,r06,6,2000,56,2,0.001,QNS120_S100_6,8
QNS120,,1,r01,E100,r06,6,2000,57,2,0.001,QNS120_E100_6,4
QNS120,,1,r01,B100,r06,6,2000,58,0,0,QNS120_B100_6,6
QNS120,,1,r01,FBS,r06,6,2000,59,1,0.0005,QNS120_FBS_6,2
QNS120,,1,r01,CTRL,r06,6,2000,60,2,0.001,QNS120_CTRL_6,1
QNS120,,1,r01,CTRL,r01,4,1000,1,5,0.005,QNS120_CTRL_4,1
QNS120,,1,r01,FBS,r01,4,1000,2,1,0.001,QNS120_FBS_4,2
QNS120,,1,r01,B100,r01,4,1000,3,1,0.001,QNS120_B100_4,6
QNS120,,1,r01,E100,r01,4,1000,4,1,0.001,QNS120_E100_4,4
QNS120,,1,r01,S100,r01,4,1000,5,3,0.003,QNS120_S100_4,8
GBM965,,4,r04,S100,r02,4,1000,6,13,0.013,GBM965_S100_4,8
GBM965,,4,r04,E100,r02,4,1000,7,7,0.007,GBM965_E100_4,4
GBM965,,4,r04,B100,r02,4,1000,8,6,0.006,GBM965_B100_4,6
GBM965,,4,r04,FBS,r02,4,1000,9,11,0.011,GBM965_FBS_4,2
GBM965,,4,r04,CTRL,r02,4,1000,10,9,0.009,GBM965_CTRL_4,1
GBM965,,4,r04,CTRL,r03,4,1000,11,7,0.007,GBM965_CTRL_4,1
GBM965,,4,r04,FBS,r03,4,1000,12,11,0.011,GBM965_FBS_4,2
GBM965,,4,r04,B100,r03,4,1000,13,7,0.007,GBM965_B100_4,6
GBM965,,4,r04,E100,r03,4,1000,14,6,0.006,GBM965_E100_4,4
GBM965,,4,r04,S100,r03,4,1000,15,12,0.012,GBM965_S100_4,8
QNS120,,1,r01,S100,r04,4,1000,16,2,0.002,QNS120_S100_4,8
QNS120,,1,r01,E100,r04,4,1000,17,2,0.002,QNS120_E100_4,4
QNS120,,1,r01,B100,r04,4,1000,18,0,0,QNS120_B100_4,6
QNS120,,1,r01,FBS,r04,4,1000,19,1,0.001,QNS120_FBS_4,2
QNS120,,1,r01,CTRL,r04,4,1000,20,1,0.001,QNS120_CTRL_4,1
QNS120,,1,r01,CTRL,r05,4,1000,21,3,0.003,QNS120_CTRL_4,1
QNS120,,1,r01,FBS,r05,4,1000,22,1,0.001,QNS120_FBS_4,2
QNS120,,1,r01,B100,r05,4,1000,23,0,0,QNS120_B100_4,6
QNS120,,1,r01,E100,r05,4,1000,24,1,0.001,QNS120_E100_4,4
QNS120,,1,r01,S100,r05,4,1000,25,3,0.003,QNS120_S100_4,8
GBM965,,4,r04,S100,r06,4,1000,26,14,0.014,GBM965_S100_4,8
GBM965,,4,r04,E100,r06,4,1000,27,9,0.009,GBM965_E100_4,4
GBM965,,4,r04,B100,r06,4,1000,28,9,0.009,GBM965_B100_4,6
GBM965,,4,r04,FBS,r06,4,1000,29,6,0.006,GBM965_FBS_4,2
GBM965,,4,r04,CTRL,r06,4,1000,30,5,0.005,GBM965_CTRL_4,1
GBM965,,4,r04,CTRL,r01,4,1000,31,6,0.006,GBM965_CTRL_4,1
GBM965,,4,r04,FBS,r01,4,1000,32,10,0.01,GBM965_FBS_4,2
GBM965,,4,r04,B100,r01,4,1000,33,8,0.008,GBM965_B100_4,6
GBM965,,4,r04,E100,r01,4,1000,34,12,0.012,GBM965_E100_4,4
GBM965,,4,r04,S100,r01,4,1000,35,14,0.014,GBM965_S100_4,8
QNS120,,1,r01,S100,r02,4,1000,36,4,0.004,QNS120_S100_4,8
QNS120,,1,r01,E100,r02,4,1000,37,1,0.001,QNS120_E100_4,4
QNS120,,1,r01,B100,r02,4,1000,38,0,0,QNS120_B100_4,6
QNS120,,1,r01,FBS,r02,4,1000,39,1,0.001,QNS120_FBS_4,2
QNS120,,1,r01,CTRL,r02,4,1000,40,3,0.003,QNS120_CTRL_4,1
QNS120,,1,r01,CTRL,r03,4,1000,41,3,0.003,QNS120_CTRL_4,1
QNS120,,1,r01,FBS,r03,4,1000,42,0,0,QNS120_FBS_4,2
QNS120,,1,r01,B100,r03,4,1000,43,0,0,QNS120_B100_4,6
QNS120,,1,r01,E100,r03,4,1000,44,1,0.001,QNS120_E100_4,4
QNS120,,1,r01,S100,r03,4,1000,45,2,0.002,QNS120_S100_4,8
GBM965,,4,r04,S100,r04,4,1000,46,11,0.011,GBM965_S100_4,8
GBM965,,4,r04,E100,r04,4,1000,47,8,0.008,GBM965_E100_4,4
GBM965,,4,r04,B100,r04,4,1000,48,5,0.005,GBM965_B100_4,6
GBM965,,4,r04,FBS,r04,4,1000,49,12,0.012,GBM965_FBS_4,2
GBM965,,4,r04,CTRL,r04,4,1000,50,4,0.004,GBM965_CTRL_4,1
GBM965,,4,r04,CTRL,r05,4,1000,51,5,0.005,GBM965_CTRL_4,1
GBM965,,4,r04,FBS,r05,4,1000,52,13,0.013,GBM965_FBS_4,2
GBM965,,4,r04,B100,r05,4,1000,53,6,0.006,GBM965_B100_4,6
GBM965,,4,r04,E100,r05,4,1000,54,9,0.009,GBM965_E100_4,4
GBM965,,4,r04,S100,r05,4,1000,55,11,0.011,GBM965_S100_4,8
QNS120,,1,r01,S100,r06,4,1000,56,4,0.004,QNS120_S100_4,8
QNS120,,1,r01,E100,r06,4,1000,57,2,0.002,QNS120_E100_4,4
QNS120,,1,r01,B100,r06,4,1000,58,0,0,QNS120_B100_4,6
QNS120,,1,r01,FBS,r06,4,1000,59,0,0,QNS120_FBS_4,2
QNS120,,1,r01,CTRL,r06,4,1000,60,5,0.005,QNS120_CTRL_4,1
QNS120,,1,r01,CTRL,r01,2,500,1,3,0.006,QNS120_CTRL_2,1
QNS120,,1,r01,FBS,r01,2,500,2,1,0.002,QNS120_FBS_2,2
QNS120,,1,r01,B100,r01,2,500,3,0,0,QNS120_B100_2,6
QNS120,,1,r01,E100,r01,2,500,4,1,0.002,QNS120_E100_2,4
QNS120,,1,r01,S100,r01,2,500,5,2,0.004,QNS120_S100_2,8
GBM965,,4,r04,S100,r02,2,500,6,13,0.026,GBM965_S100_2,8
GBM965,,4,r04,E100,r02,2,500,7,8,0.016,GBM965_E100_2,4
GBM965,,4,r04,B100,r02,2,500,8,12,0.024,GBM965_B100_2,6
GBM965,,4,r04,FBS,r02,2,500,9,10,0.02,GBM965_FBS_2,2
GBM965,,4,r04,CTRL,r02,2,500,10,8,0.016,GBM965_CTRL_2,1
GBM965,,4,r04,CTRL,r03,2,500,11,8,0.016,GBM965_CTRL_2,1
GBM965,,4,r04,FBS,r03,2,500,12,8,0.016,GBM965_FBS_2,2
GBM965,,4,r04,B100,r03,2,500,13,7,0.014,GBM965_B100_2,6
GBM965,,4,r04,E100,r03,2,500,14,5,0.01,GBM965_E100_2,4
GBM965,,4,r04,S100,r03,2,500,15,11,0.022,GBM965_S100_2,8
QNS120,,1,r01,S100,r04,2,500,16,4,0.008,QNS120_S100_2,8
QNS120,,1,r01,E100,r04,2,500,17,1,0.002,QNS120_E100_2,4
QNS120,,1,r01,B100,r04,2,500,18,2,0.004,QNS120_B100_2,6
QNS120,,1,r01,FBS,r04,2,500,19,2,0.004,QNS120_FBS_2,2
QNS120,,1,r01,CTRL,r04,2,500,20,1,0.002,QNS120_CTRL_2,1
QNS120,,1,r01,CTRL,r05,2,500,21,4,0.008,QNS120_CTRL_2,1
QNS120,,1,r01,FBS,r05,2,500,22,1,0.002,QNS120_FBS_2,2
QNS120,,1,r01,B100,r05,2,500,23,1,0.002,QNS120_B100_2,6
QNS120,,1,r01,E100,r05,2,500,24,1,0.002,QNS120_E100_2,4
QNS120,,1,r01,S100,r05,2,500,25,2,0.004,QNS120_S100_2,8
GBM965,,4,r04,S100,r06,2,500,26,11,0.022,GBM965_S100_2,8
GBM965,,4,r04,E100,r06,2,500,27,10,0.02,GBM965_E100_2,4
GBM965,,4,r04,B100,r06,2,500,28,8,0.016,GBM965_B100_2,6
GBM965,,4,r04,FBS,r06,2,500,29,13,0.026,GBM965_FBS_2,2
GBM965,,4,r04,CTRL,r06,2,500,30,9,0.018,GBM965_CTRL_2,1
GBM965,,4,r04,CTRL,r01,2,500,31,11,0.022,GBM965_CTRL_2,1
GBM965,,4,r04,FBS,r01,2,500,32,10,0.02,GBM965_FBS_2,2
GBM965,,4,r04,B100,r01,2,500,33,7,0.014,GBM965_B100_2,6
GBM965,,4,r04,E100,r01,2,500,34,9,0.018,GBM965_E100_2,4
GBM965,,4,r04,S100,r01,2,500,35,19,0.038,GBM965_S100_2,8
QNS120,,1,r01,S100,r02,2,500,36,0,0,QNS120_S100_2,8
QNS120,,1,r01,E100,r02,2,500,37,2,0.004,QNS120_E100_2,4
QNS120,,1,r01,B100,r02,2,500,38,2,0.004,QNS120_B100_2,6
QNS120,,1,r01,FBS,r02,2,500,39,1,0.002,QNS120_FBS_2,2
QNS120,,1,r01,CTRL,r02,2,500,40,1,0.002,QNS120_CTRL_2,1
QNS120,,1,r01,CTRL,r03,2,500,41,6,0.012,QNS120_CTRL_2,1
QNS120,,1,r01,FBS,r03,2,500,42,1,0.002,QNS120_FBS_2,2
QNS120,,1,r01,B100,r03,2,500,43,1,0.002,QNS120_B100_2,6
QNS120,,1,r01,E100,r03,2,500,44,1,0.002,QNS120_E100_2,4
QNS120,,1,r01,S100,r03,2,500,45,4,0.008,QNS120_S100_2,8
GBM965,,4,r04,S100,r04,2,500,46,11,0.022,GBM965_S100_2,8
GBM965,,4,r04,E100,r04,2,500,47,9,0.018,GBM965_E100_2,4
GBM965,,4,r04,B100,r04,2,500,48,13,0.026,GBM965_B100_2,6
GBM965,,4,r04,FBS,r04,2,500,49,15,0.03,GBM965_FBS_2,2
GBM965,,4,r04,CTRL,r04,2,500,50,9,0.018,GBM965_CTRL_2,1
GBM965,,4,r04,CTRL,r05,2,500,51,7,0.014,GBM965_CTRL_2,1
GBM965,,4,r04,FBS,r05,2,500,52,14,0.028,GBM965_FBS_2,2
GBM965,,4,r04,B100,r05,2,500,53,9,0.018,GBM965_B100_2,6
GBM965,,4,r04,E100,r05,2,500,54,10,0.02,GBM965_E100_2,4
GBM965,,4,r04,S100,r05,2,500,55,13,0.026,GBM965_S100_2,8
QNS120,,1,r01,S100,r06,2,500,56,3,0.006,QNS120_S100_2,8
QNS120,,1,r01,E100,r06,2,500,57,2,0.004,QNS120_E100_2,4
QNS120,,1,r01,B100,r06,2,500,58,1,0.002,QNS120_B100_2,6
QNS120,,1,r01,FBS,r06,2,500,59,1,0.002,QNS120_FBS_2,2
QNS120,,1,r01,CTRL,r06,2,500,60,2,0.004,QNS120_CTRL_2,1
QNS120,,1,r01,CTRL,r01,0,250,1,2,0.008,QNS120_CTRL_0,1
QNS120,,1,r01,FBS,r01,0,250,2,1,0.004,QNS120_FBS_0,2
QNS120,,1,r01,B100,r01,0,250,3,1,0.004,QNS120_B100_0,6
QNS120,,1,r01,E100,r01,0,250,4,2,0.008,QNS120_E100_0,4
QNS120,,1,r01,S100,r01,0,250,5,3,0.012,QNS120_S100_0,8
GBM965,,4,r04,S100,r02,0,250,6,3,0.012,GBM965_S100_0,8
GBM965,,4,r04,E100,r02,0,250,7,5,0.02,GBM965_E100_0,4
GBM965,,4,r04,B100,r02,0,250,8,5,0.02,GBM965_B100_0,6
GBM965,,4,r04,FBS,r02,0,250,9,9,0.036,GBM965_FBS_0,2
GBM965,,4,r04,CTRL,r02,0,250,10,6,0.024,GBM965_CTRL_0,1
GBM965,,4,r04,CTRL,r03,0,250,11,4,0.016,GBM965_CTRL_0,1
GBM965,,4,r04,FBS,r03,0,250,12,10,0.04,GBM965_FBS_0,2
GBM965,,4,r04,B100,r03,0,250,13,7,0.028,GBM965_B100_0,6
GBM965,,4,r04,E100,r03,0,250,14,3,0.012,GBM965_E100_0,4
GBM965,,4,r04,S100,r03,0,250,15,5,0.02,GBM965_S100_0,8
QNS120,,1,r01,S100,r04,0,250,16,1,0.004,QNS120_S100_0,8
QNS120,,1,r01,E100,r04,0,250,17,1,0.004,QNS120_E100_0,4
QNS120,,1,r01,B100,r04,0,250,18,1,0.004,QNS120_B100_0,6
QNS120,,1,r01,FBS,r04,0,250,19,1,0.004,QNS120_FBS_0,2
QNS120,,1,r01,CTRL,r04,0,250,20,1,0.004,QNS120_CTRL_0,1
QNS120,,1,r01,CTRL,r05,0,250,21,2,0.008,QNS120_CTRL_0,1
QNS120,,1,r01,FBS,r05,0,250,22,1,0.004,QNS120_FBS_0,2
QNS120,,1,r01,B100,r05,0,250,23,1,0.004,QNS120_B100_0,6
QNS120,,1,r01,E100,r05,0,250,24,1,0.004,QNS120_E100_0,4
QNS120,,1,r01,S100,r05,0,250,25,1,0.004,QNS120_S100_0,8
GBM965,,4,r04,S100,r06,0,250,26,10,0.04,GBM965_S100_0,8
GBM965,,4,r04,E100,r06,0,250,27,7,0.028,GBM965_E100_0,4
GBM965,,4,r04,B100,r06,0,250,28,3,0.012,GBM965_B100_0,6
GBM965,,4,r04,FBS,r06,0,250,29,9,0.036,GBM965_FBS_0,2
GBM965,,4,r04,CTRL,r06,0,250,30,6,0.024,GBM965_CTRL_0,1
GBM965,,4,r04,CTRL,r01,0,250,31,5,0.02,GBM965_CTRL_0,1
GBM965,,4,r04,FBS,r01,0,250,32,7,0.028,GBM965_FBS_0,2
GBM965,,4,r04,B100,r01,0,250,33,7,0.028,GBM965_B100_0,6
GBM965,,4,r04,E100,r01,0,250,34,6,0.024,GBM965_E100_0,4
GBM965,,4,r04,S100,r01,0,250,35,5,0.02,GBM965_S100_0,8
QNS120,,1,r01,S100,r02,0,250,36,4,0.016,QNS120_S100_0,8
QNS120,,1,r01,E100,r02,0,250,37,1,0.004,QNS120_E100_0,4
QNS120,,1,r01,B100,r02,0,250,38,1,0.004,QNS120_B100_0,6
QNS120,,1,r01,FBS,r02,0,250,39,1,0.004,QNS120_FBS_0,2
QNS120,,1,r01,CTRL,r02,0,250,40,1,0.004,QNS120_CTRL_0,1
QNS120,,1,r01,CTRL,r03,0,250,41,1,0.004,QNS120_CTRL_0,1
QNS120,,1,r01,FBS,r03,0,250,42,1,0.004,QNS120_FBS_0,2
QNS120,,1,r01,B100,r03,0,250,43,1,0.004,QNS120_B100_0,6
QNS120,,1,r01,E100,r03,0,250,44,1,0.004,QNS120_E100_0,4
QNS120,,1,r01,S100,r03,0,250,45,2,0.008,QNS120_S100_0,8
GBM965,,4,r04,S100,r04,0,250,46,9,0.036,GBM965_S100_0,8
GBM965,,4,r04,E100,r04,0,250,47,4,0.016,GBM965_E100_0,4
GBM965,,4,r04,B100,r04,0,250,48,5,0.02,GBM965_B100_0,6
GBM965,,4,r04,FBS,r04,0,250,49,6,0.024,GBM965_FBS_0,2
GBM965,,4,r04,CTRL,r04,0,250,50,4,0.016,GBM965_CTRL_0,1
GBM965,,4,r04,CTRL,r05,0,250,51,3,0.012,GBM965_CTRL_0,1
GBM965,,4,r04,FBS,r05,0,250,52,6,0.024,GBM965_FBS_0,2
GBM965,,4,r04,B100,r05,0,250,53,8,0.032,GBM965_B100_0,6
GBM965,,4,r04,E100,r05,0,250,54,5,0.02,GBM965_E100_0,4
GBM965,,4,r04,S100,r05,0,250,55,9,0.036,GBM965_S100_0,8
QNS120,,1,r01,S100,r06,0,250,56,3,0.012,QNS120_S100_0,8
QNS120,,1,r01,E100,r06,0,250,57,1,0.004,QNS120_E100_0,4
QNS120,,1,r01,B100,r06,0,250,58,1,0.004,QNS120_B100_0,6
QNS120,,1,r01,FBS,r06,0,250,59,1,0.004,QNS120_FBS_0,2
QNS120,,1,r01,CTRL,r06,0,250,60,1,0.004,QNS120_CTRL_0,1
GBM626,18,2,r02,CTRL,r01,6,2000,1,1,0.0005,GBM626_CTRL_6,1
GBM626,18,2,r02,FBS,r01,6,2000,2,3,0.0015,GBM626_FBS_6,2
GBM626,18,2,r02,B100,r01,6,2000,3,0,0,GBM626_B100_6,6
GBM626,18,2,r02,E100,r01,6,2000,4,0,0,GBM626_E100_6,4
GBM626,18,2,r02,S100,r01,6,2000,5,0,0,GBM626_S100_6,8
GBM549,23,1,r01,S100,r02,6,2000,6,0,0,GBM549_S100_6,8
